Player9OnsetTimes,9.8518,11.9379,12.7345,13.1657,13.5411,14.4409,15.0204,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player10OnsetTimes,10.0524,11.6252,12.2612,12.9280,13.6384,14.2804,15.2972,15.9503,16.3790,16.7955,17.3005,17.9043,18.5133,19.0761,19.5817,20.0573,20.5556,21.0918,21.6502,22.1949,22.7122,23.2176,23.7224,24.2484,24.7848,25.3191,25.8540,26.3739
Player11OnsetTimes,9.7127,11.8146,12.7040,13.2283,13.6225,14.4409,14.9559,16.0142,16.6835,17.0416,17.3326,17.7480,18.3317,18.9956,19.6293,20.1546,20.6026,21.0607,21.5713,22.1313,22.6967,23.2504,23.7696,24.2642,24.7544,25.2703,25.8072,26.3572
Player12OnsetTimes,9.8518,11.9379,12.7345,13.1657,13.5411,14.4409,15.0204,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player13OnsetTimes,9.7904,11.8767,12.7186,13.1970,13.5753,14.4409,14.9867,16.0444,16.6989,17.0416,17.3171,17.7322,18.3317,19.0111,19.6293,20.1388,20.5868,21.0450,21.5713,22.1469,22.7122,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player14OnsetTimes,10.1130,11.6710,12.2768,12.9113,13.6072,14.2490,15.3131,15.9982,16.4292,16.8117,17.2855,17.8730,18.4976,19.0761,19.5817,20.0573,20.5556,21.0761,21.6180,22.1797,22.7280,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player15OnsetTimes,10.9144,11.9530,12.4775,12.8966,13.4479,14.7363,15.3742,15.6826,16.4107,17.0085,17.4891,17.9205,18.3784,18.9013,19.4876,20.0730,20.6192,21.1223,21.6180,22.1313,22.6650,23.2011,23.7224,24.2484,24.7694,25.2886,25.8072,26.3255
Player16OnsetTimes,9.9600,12.0449,12.7502,13.1177,13.4797,14.4567,15.0672,15.5872,16.1727,16.8429,17.5061,18.0623,18.5296,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player17OnsetTimes,10.1130,11.6710,12.2768,12.9113,13.6072,14.2490,15.3131,15.9982,16.4292,16.8117,17.2855,17.8730,18.4976,19.0761,19.5817,20.0573,20.5556,21.0761,21.6180,22.1797,22.7280,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player18OnsetTimes,9.8685,11.9530,12.7345,13.1657,13.5261,14.4252,15.0049,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player19OnsetTimes,10.8367,11.8767,12.3999,12.8797,13.4797,14.7973,15.4057,15.6675,16.3489,16.9576,17.4739,17.9370,18.4089,18.9319,19.5028,20.0730,20.6026,21.1076,21.6180,22.1313,22.6650,23.2011,23.7388,24.2642,24.7694,25.2886,25.8222,26.3572
Player20OnsetTimes,9.7605,11.8613,12.7186,13.2117,13.5914,14.4409,14.9714,16.0295,16.6989,17.0592,17.3326,17.7322,18.3150,18.9956,19.6293,20.1546,20.6026,21.0450,21.5556,22.1313,22.7122,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player21OnsetTimes,10.7755,11.8306,12.3539,12.8651,13.5103,14.8594,15.4525,15.6826,16.3018,16.8930,17.4427,17.9524,18.4576,18.9637,19.4876,20.0250,20.5710,21.1076,21.6343,22.1469,22.6650,23.1859,23.7224,24.2642,24.7848,25.3038,25.8222,26.3416
Player22OnsetTimes,9.8049,11.8921,12.7186,13.1970,13.5753,14.4409,14.9867,16.0444,16.6989,17.0416,17.3171,17.7322,18.3317,19.0111,19.6293,20.1388,20.5868,21.0450,21.5713,22.1469,22.7122,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player23OnsetTimes,9.9746,12.0607,12.7654,13.1177,13.4640,14.4409,15.0672,15.6023,16.1884,16.8429,17.4891,18.0465,18.5133,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player24OnsetTimes,9.6812,11.7835,12.7040,13.2600,13.6548,14.4409,14.9408,15.9982,16.6835,17.0592,17.3494,17.7480,18.3150,18.9798,19.6140,20.1546,20.6192,21.0761,21.5713,22.1146,22.6807,23.2345,23.7543,24.2642,24.7694,25.2886,25.8222,26.3572
Player25OnsetTimes,10.5273,11.5761,12.1820,12.8797,13.6548,14.3270,15.3277,15.9503,16.3642,16.7799,17.3005,17.9043,18.5133,19.0761,19.5817,20.0573,20.5403,21.0607,21.6180,22.1797,22.7122,23.2345,23.7388,24.2484,24.7694,25.3038,25.8391,26.3572
Player26OnsetTimes,10.5446,11.5912,12.1659,12.8490,13.6225,14.3117,15.3431,15.9832,16.3790,16.7637,17.2665,17.8884,18.5296,19.0934,19.5817,20.0410,20.5229,21.0607,21.6343,22.1949,22.7280,23.2345,23.7224,24.2316,24.7694,25.3191,25.8540,26.3739
Player27OnsetTimes,9.9134,11.9982,12.7502,13.1496,13.5103,14.4409,15.0360,15.5719,16.1884,16.8765,17.5214,18.0623,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3191,25.8222,26.3416
Player28OnsetTimes,11.0712,11.5912,12.1136,12.8029,13.6225,14.3424,15.3742,15.9832,16.3489,16.7326,17.2665,17.9043,18.5296,19.0761,19.5663,20.0410,20.5403,21.0761,21.6343,22.1797,22.6967,23.2011,23.7224,24.2484,24.7848,25.3191,25.8391,26.3572
Player29OnsetTimes,11.5557,12.0759,12.5949,12.9113,13.8159,14.4409,15.1612,15.6826,16.1884,16.7637,17.3956,17.9987,18.5296,18.9956,19.4715,19.9931,20.5403,21.0918,21.6343,22.1629,22.6807,23.1859,23.7069,24.2316,24.7544,25.2886,25.8222,26.3416
Player30OnsetTimes,9.8518,11.9379,12.7345,13.1657,13.5411,14.4409,15.0204,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player31OnsetTimes,10.1752,11.7369,12.2923,12.8797,13.5753,14.2490,15.3431,16.0142,16.4107,16.7799,17.2665,17.8730,18.5133,19.0934,19.5986,20.0573,20.5403,21.0607,21.6180,22.1797,22.7280,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player32OnsetTimes,10.0210,11.5912,12.2612,12.9457,13.6710,14.2970,15.2665,15.9184,16.3790,16.8117,17.3326,17.9205,18.5133,19.0593,19.5663,20.0573,20.5556,21.0918,21.6502,22.1949,22.7122,23.2176,23.7224,24.2484,24.7848,25.3191,25.8540,26.3739
Player33OnsetTimes,9.9287,12.0145,12.7502,13.1332,13.4950,14.4567,15.0672,15.5872,16.1727,16.8429,17.5061,18.0623,18.5296,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player34OnsetTimes,10.1752,11.7369,12.2923,12.8797,13.5753,14.2490,15.3431,16.0142,16.4107,16.7799,17.2665,17.8730,18.5133,19.0934,19.5986,20.0573,20.5403,21.0607,21.6180,22.1797,22.7280,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player35OnsetTimes,9.6484,11.7369,12.6723,13.2600,13.6710,14.4567,14.9408,15.9982,16.6835,17.0592,17.3494,17.7480,18.3150,18.9798,19.6140,20.1546,20.6192,21.0761,21.5713,22.1146,22.6807,23.2345,23.7543,24.2642,24.7694,25.2886,25.8222,26.3572
Player36OnsetTimes,9.8361,11.9228,12.7186,13.1657,13.5411,14.4409,15.0204,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player37OnsetTimes,11.3208,11.8463,12.3694,12.8651,13.4797,14.8124,15.4213,15.6675,16.3183,16.9258,17.4739,17.9524,18.4242,18.9319,19.4876,20.0573,20.6026,21.1076,21.6022,22.1146,22.6492,23.2011,23.7388,24.2642,24.7694,25.2703,25.7917,26.3255
Player38OnsetTimes,9.7605,11.8613,12.7186,13.2117,13.5914,14.4409,14.9714,16.0295,16.6989,17.0592,17.3326,17.7322,18.3150,18.9956,19.6293,20.1546,20.6026,21.0450,21.5556,22.1313,22.7122,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player39OnsetTimes,10.6378,11.6710,12.1136,13.3534,14.1710,14.4878,15.1299,15.6175,16.1577,16.7955,17.4579,18.0465,18.5296,18.9798,19.4551,19.9931,20.5710,21.1389,21.6669,22.1629,22.6650,23.1859,23.7224,24.2642,24.7848,25.3038,25.8222,26.3416
Player40OnsetTimes,10.0825,11.6558,12.2768,12.9113,13.6225,14.2639,15.2972,15.9659,16.3954,16.7955,17.3005,17.8884,18.4976,19.0761,19.5986,20.0730,20.5556,21.0761,21.6343,22.1949,22.7280,23.2345,23.7388,24.2484,24.7694,25.3038,25.8391,26.3739
Player41OnsetTimes,10.7603,11.8146,12.1820,13.2283,13.9884,14.3935,15.1299,15.6826,16.2208,16.8117,17.4270,17.9987,18.5133,18.9956,19.4876,20.0092,20.5556,21.1076,21.6502,22.1797,22.6967,23.2011,23.7069,24.2316,24.7694,25.3038,25.8391,26.3572
Player42OnsetTimes,9.8685,11.9530,12.7345,13.1657,13.5261,14.4252,15.0049,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player43OnsetTimes,10.0825,11.6558,12.2768,12.9113,13.6225,14.2639,15.2972,15.9659,16.3954,16.7955,17.3005,17.8884,18.4976,19.0761,19.5986,20.0730,20.5556,21.0761,21.6343,22.1949,22.7280,23.2345,23.7388,24.2484,24.7694,25.3038,25.8391,26.3739
Player44OnsetTimes,9.9287,12.0145,12.7502,13.1332,13.4950,14.4567,15.0672,15.5872,16.1727,16.8429,17.5061,18.0623,18.5296,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player45OnsetTimes,9.7756,11.8767,12.7186,13.1970,13.5753,14.4409,14.9867,16.0444,16.6989,17.0416,17.3171,17.7322,18.3317,19.0111,19.6293,20.1546,20.6026,21.0450,21.5556,22.1313,22.7122,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player46OnsetTimes,9.7448,11.8463,12.7186,13.2283,13.6072,14.4252,14.9559,16.0444,16.7148,17.0592,17.3171,17.7168,18.3150,18.9956,19.6293,20.1546,20.6026,21.0450,21.5556,22.1313,22.7122,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player47OnsetTimes,10.1752,11.7369,12.2923,12.8797,13.5753,14.2490,15.3431,16.0142,16.4107,16.7799,17.2665,17.8730,18.5133,19.0934,19.5986,20.0573,20.5403,21.0607,21.6180,22.1797,22.7280,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player48OnsetTimes,9.7605,11.8613,12.7186,13.2117,13.5914,14.4409,14.9714,16.0295,16.6989,17.0592,17.3326,17.7322,18.3150,18.9956,19.6293,20.1546,20.6026,21.0450,21.5556,22.1313,22.7122,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player49OnsetTimes,10.1447,11.7061,12.2768,12.8797,13.5753,14.2490,15.3585,16.0295,16.4107,16.7637,17.2511,17.8730,18.5133,19.0934,19.5986,20.0573,20.5403,21.0607,21.6180,22.1797,22.7280,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player50OnsetTimes,9.9746,12.0607,12.7654,13.1177,13.4640,14.4409,15.0672,15.6023,16.1884,16.8429,17.4891,18.0465,18.5133,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player51OnsetTimes,9.9600,12.0449,12.7502,13.1177,13.4797,14.4567,15.0672,15.5872,16.1727,16.8429,17.5061,18.0623,18.5296,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player52OnsetTimes,9.8049,11.8921,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3191,25.8222,26.3416
Player53OnsetTimes,10.0371,11.6083,12.2612,12.9457,13.6548,14.2804,15.2817,15.9342,16.3790,16.7955,17.3005,17.9043,18.5133,19.0761,19.5817,20.0573,20.5556,21.0918,21.6502,22.1949,22.7122,23.2176,23.7224,24.2484,24.7848,25.3191,25.8540,26.3739
Player54OnsetTimes,9.9746,12.0607,12.7654,13.1177,13.4640,14.4409,15.0672,15.6023,16.1884,16.8429,17.4891,18.0465,18.5133,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player55OnsetTimes,11.4007,11.9228,12.4463,12.8797,13.4479,14.7518,15.3901,15.6826,16.3790,16.9576,17.4579,17.9205,18.3937,18.9165,19.4876,20.0573,20.6026,21.1076,21.6022,22.1146,22.6492,23.2011,23.7388,24.2642,24.7694,25.2703,25.7917,26.3255
Player56OnsetTimes,9.9600,12.0449,12.7502,13.1177,13.4797,14.4567,15.0672,15.5872,16.1727,16.8429,17.5061,18.0623,18.5296,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player57OnsetTimes,9.7756,11.8767,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3357,25.8391,26.3416
Player58OnsetTimes,9.7904,11.8767,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3191,25.8222,26.3416
Player59OnsetTimes,9.7756,11.8767,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3357,25.8391,26.3416
Player60OnsetTimes,9.9134,11.9982,12.7502,13.1496,13.5103,14.4409,15.0360,15.5719,16.1884,16.8765,17.5214,18.0623,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3191,25.8222,26.3416
Player61OnsetTimes,9.9914,11.5557,12.2462,12.9613,13.6872,14.2970,15.2371,15.8865,16.3642,16.8277,17.3494,17.9205,18.4976,19.0432,19.5663,20.0730,20.5710,21.0918,21.6343,22.1797,22.7122,23.2345,23.7388,24.2484,24.7694,25.3038,25.8391,26.3739
Player62OnsetTimes,9.9746,12.0607,12.7654,13.1177,13.4640,14.4409,15.0672,15.6023,16.1884,16.8429,17.4891,18.0465,18.5133,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player63OnsetTimes,9.7904,11.8767,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3191,25.8222,26.3416
Player64OnsetTimes,9.8361,11.9228,12.7186,13.1657,13.5411,14.4409,15.0204,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player65OnsetTimes,10.0210,11.5912,12.2612,12.9457,13.6710,14.2970,15.2665,15.9184,16.3790,16.8117,17.3326,17.9205,18.5133,19.0593,19.5663,20.0573,20.5556,21.0918,21.6502,22.1949,22.7122,23.2176,23.7224,24.2484,24.7848,25.3191,25.8540,26.3739
Player66OnsetTimes,9.8049,11.8921,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3191,25.8222,26.3416
Player67OnsetTimes,9.8049,11.8921,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3191,25.8222,26.3416
Player68OnsetTimes,9.8685,11.9530,12.7345,13.1657,13.5261,14.4252,15.0049,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player69OnsetTimes,9.7756,11.8767,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3357,25.8391,26.3416
Player70OnsetTimes,10.1447,11.7061,12.2768,12.8797,13.5753,14.2490,15.3585,16.0295,16.4107,16.7637,17.2511,17.8730,18.5133,19.0934,19.5986,20.0573,20.5403,21.0607,21.6180,22.1797,22.7280,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player71OnsetTimes,10.2057,11.7835,12.3072,12.8490,13.5261,14.2169,15.4057,16.1067,16.4591,16.7483,17.2037,17.8260,18.5133,19.1231,19.6293,20.0730,20.5229,21.0296,21.6022,22.1949,22.7437,23.2504,23.7388,24.2316,24.7544,25.3038,25.8540,26.3739
Player72OnsetTimes,10.0371,11.6083,12.2612,12.9457,13.6548,14.2804,15.2817,15.9342,16.3790,16.7955,17.3005,17.9043,18.5133,19.0761,19.5817,20.0573,20.5556,21.0918,21.6502,22.1949,22.7122,23.2176,23.7224,24.2484,24.7848,25.3191,25.8540,26.3739
Player73OnsetTimes,11.1379,11.6558,12.1820,12.8173,13.5753,14.2804,15.3742,16.0295,16.3954,16.7483,17.2348,17.8573,18.5133,19.0934,19.5817,20.0410,20.5229,21.0607,21.6343,22.1949,22.7122,23.2176,23.7224,24.2316,24.7544,25.3038,25.8540,26.3739
Player74OnsetTimes,9.8361,11.9228,12.7186,13.1657,13.5411,14.4409,15.0204,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player75OnsetTimes,10.6835,11.7211,12.0949,13.2755,14.1106,14.4878,14.9559,15.9503,16.6191,17.0242,17.3494,17.7637,18.3317,18.9798,19.5986,20.1388,20.6026,21.0607,21.5556,22.1146,22.6967,23.2504,23.7543,24.2484,24.7544,25.2703,25.8072,26.3416
Player76OnsetTimes,10.0974,11.6710,12.2768,12.9113,13.6072,14.2490,15.3131,15.9982,16.4292,16.8117,17.2855,17.8730,18.4976,19.0761,19.5817,20.0573,20.5556,21.0761,21.6180,22.1797,22.7280,23.2504,23.7543,24.2484,24.7544,25.2886,25.8391,26.3739
Player77OnsetTimes,9.6971,11.7994,12.7040,13.2440,13.6384,14.4409,14.9408,15.9982,16.6835,17.0592,17.3494,17.7480,18.3150,18.9798,19.6140,20.1546,20.6192,21.0761,21.5713,22.1146,22.6807,23.2345,23.7543,24.2642,24.7694,25.2886,25.8222,26.3572
Player78OnsetTimes,10.8216,11.8767,12.3999,12.8797,13.4797,14.7973,15.4057,15.6675,16.3489,16.9576,17.4739,17.9370,18.4089,18.9319,19.5028,20.0730,20.6026,21.1076,21.6180,22.1313,22.6650,23.2011,23.7388,24.2642,24.7694,25.2886,25.8222,26.3572
Player79OnsetTimes,10.4354,11.9982,12.3539,13.1177,13.7517,14.2340,15.0519,15.7291,16.3333,16.8930,17.4270,17.9524,18.4817,18.9956,19.5188,20.0410,20.5710,21.1076,21.6343,22.1629,22.6807,23.2011,23.7224,24.2484,24.7848,25.3191,25.8391,26.3572
Player80OnsetTimes,10.2665,11.8463,12.3389,12.8334,13.4950,14.8918,15.4989,15.6980,16.2709,16.8584,17.4427,17.9832,18.4976,18.9956,19.5028,20.0250,20.5710,21.1076,21.6343,22.1629,22.6807,23.2011,23.7224,24.2484,24.7848,25.3191,25.8391,26.3572
Player81OnsetTimes,9.9287,12.0145,12.7502,13.1332,13.4950,14.4567,15.0672,15.5872,16.1727,16.8429,17.5061,18.0623,18.5296,18.9637,19.4551,20.0092,20.5868,21.1547,21.6826,22.1797,22.6650,23.1702,23.7069,24.2642,24.8149,25.3357,25.8391,26.3416
Player82OnsetTimes,10.5273,11.5761,12.1820,12.8797,13.6548,14.3270,15.3277,15.9503,16.3642,16.7799,17.3005,17.9043,18.5133,19.0761,19.5817,20.0573,20.5403,21.0607,21.6180,22.1797,22.7122,23.2345,23.7388,24.2484,24.7694,25.3038,25.8391,26.3572
Player83OnsetTimes,9.8685,11.9530,12.7345,13.1657,13.5261,14.4252,15.0049,15.5558,16.1884,16.8930,17.5371,18.0623,18.4976,18.9319,19.4405,20.0250,20.6192,21.1702,21.6669,22.1469,22.6492,23.1859,23.7388,24.2804,24.8002,25.3038,25.8222,26.3416
Player84OnsetTimes,9.9134,11.9982,12.7502,13.1496,13.5103,14.4409,15.0360,15.5719,16.1884,16.8765,17.5214,18.0623,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3191,25.8222,26.3416
Player85OnsetTimes,9.7756,11.8767,12.7186,13.1970,13.5753,14.4409,14.9867,15.5144,16.1727,16.8930,17.5528,18.0771,18.5133,18.9481,19.4405,20.0092,20.6026,21.1702,21.6826,22.1629,22.6492,23.1702,23.7224,24.2804,24.8149,25.3357,25.8391,26.3416
Player86OnsetTimes,10.0676,11.6405,12.2768,12.9280,13.6384,14.2639,15.2665,15.9342,16.3954,16.8117,17.3171,17.9043,18.5133,19.0761,19.5817,20.0573,20.5556,21.0761,21.6343,22.1949,22.7280,23.2345,23.7388,24.2484,24.7694,25.3038,25.8391,26.3739
Player87OnsetTimes,10.2057,11.7835,12.3072,12.8490,13.5261,14.2169,15.4057,16.1067,16.4591,16.7483,17.2037,17.8260,18.5133,19.1231,19.6293,20.0730,20.5229,21.0296,21.6022,22.1949,22.7437,23.2504,23.7388,24.2316,24.7544,25.3038,25.8540,26.3739
Player88OnsetTimes,10.6061,11.6558,12.1305,13.3994,14.2022,14.4878,15.0519,15.5558,16.1577,16.8429,17.5061,18.0623,18.5133,18.9481,19.4405,19.9931,20.5710,21.1389,21.6669,22.1629,22.6650,23.1859,23.7224,24.2642,24.7848,25.3038,25.8222,26.3416
