Player12OnsetTimes,15.4327,17.0064,18.0409,19.1593,20.3371,21.4547,22.4746,23.4319,24.3898,25.4016,26.4570,27.5215,28.5600,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player13OnsetTimes,15.4481,17.0219,18.0409,19.1441,20.3212,21.4547,22.4902,23.4465,24.3898,25.3869,26.4402,27.5064,28.5600,29.5735,30.5662,31.5513,32.5650,33.6176,34.6818,35.7237,36.7441,37.7571,38.7732,39.7884,40.8221,41.8649
Player14OnsetTimes,14.9847,17.0991,18.4711,19.5188,20.3829,21.2359,22.2227,23.3368,24.4826,25.5565,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player15OnsetTimes,15.1236,17.2238,18.4861,19.4405,20.2911,21.2053,22.2538,23.3867,24.4979,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player16OnsetTimes,16.8485,17.3695,17.8872,18.7224,19.9952,21.4219,22.6738,23.6477,24.4522,25.2922,26.2788,27.4113,28.5600,29.6353,30.6137,31.5513,32.5252,33.5551,34.6343,35.7079,36.7604,37.7719,38.7732,39.7732,40.7904,41.8333
Player17OnsetTimes,15.1545,17.2560,18.5022,19.4405,20.2753,21.1900,22.2538,23.4017,24.5132,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player18OnsetTimes,14.8621,16.9601,18.4095,19.5666,20.4767,21.2987,22.2071,23.2729,24.4206,25.5403,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player19OnsetTimes,14.9380,17.0372,18.4399,19.5361,20.4297,21.2832,22.2387,23.3213,24.4522,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player20OnsetTimes,14.8297,16.9288,18.4095,19.5820,20.4934,21.3141,22.2227,23.2729,24.4206,25.5403,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player21OnsetTimes,15.3273,16.8983,18.0103,19.2058,20.3991,21.4892,22.4589,23.3867,24.3576,25.4016,26.4741,27.5373,28.5600,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7237,36.7441,37.7571,38.7732,39.8035,40.8374,41.8649
Player22OnsetTimes,15.3888,16.9601,18.0254,19.1749,20.3677,21.4892,22.4902,23.4168,24.3576,25.3706,26.4402,27.5215,28.5757,29.5735,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player23OnsetTimes,16.8634,17.3848,17.9036,18.7224,19.9952,21.4219,22.6738,23.6477,24.4522,25.2922,26.2788,27.4113,28.5600,29.6353,30.6137,31.5513,32.5252,33.5551,34.6343,35.7079,36.7604,37.7719,38.7732,39.7732,40.7904,41.8333
Player24OnsetTimes,15.0622,17.1608,18.4711,19.4714,20.3371,21.2359,22.2538,23.3696,24.4826,25.5403,26.5212,27.4733,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player25OnsetTimes,14.8917,16.9903,18.4252,19.5509,20.4456,21.2832,22.2227,23.3043,24.4522,25.5565,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player26OnsetTimes,15.4032,16.9747,18.0254,19.1593,20.3522,21.4699,22.4746,23.4168,24.3735,25.3869,26.4570,27.5215,28.5600,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player27OnsetTimes,14.8917,16.9903,18.4252,19.5509,20.4456,21.2832,22.2227,23.3043,24.4522,25.5565,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player28OnsetTimes,15.4481,17.0219,18.0409,19.1441,20.3212,21.4547,22.4902,23.4465,24.3898,25.3869,26.4402,27.5064,28.5600,29.5735,30.5662,31.5513,32.5650,33.6176,34.6818,35.7237,36.7441,37.7571,38.7732,39.7884,40.8221,41.8649
Player29OnsetTimes,14.9540,17.0529,18.4399,19.5188,20.4149,21.2661,22.2227,23.3043,24.4372,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player30OnsetTimes,14.8917,16.9903,18.4252,19.5509,20.4456,21.2832,22.2227,23.3043,24.4522,25.5565,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player31OnsetTimes,15.0311,17.1306,18.4551,19.4874,20.3677,21.2515,22.2387,23.3368,24.4673,25.5403,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player32OnsetTimes,14.9540,17.0529,18.4399,19.5188,20.4149,21.2661,22.2227,23.3043,24.4372,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player33OnsetTimes,14.9696,17.0679,18.4399,19.5188,20.4149,21.2661,22.2227,23.3043,24.4372,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player34OnsetTimes,15.1082,17.2074,18.4861,19.4563,20.3062,21.2053,22.2387,23.3696,24.4979,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player35OnsetTimes,16.3848,16.9136,17.6015,18.7682,20.2595,21.6586,22.7356,23.5424,24.3016,25.2150,26.3253,27.5215,28.6526,29.6505,30.5662,31.5054,32.5252,33.6018,34.6818,35.7391,36.7604,37.7571,38.7571,39.7732,40.8070,41.8501
Player36OnsetTimes,14.9230,17.0219,18.4252,19.5361,20.4297,21.2832,22.2387,23.3213,24.4522,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player37OnsetTimes,15.0776,17.1769,18.4711,19.4563,20.3212,21.2207,22.2538,23.3696,24.4826,25.5403,26.5212,27.4733,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player38OnsetTimes,14.9540,17.0529,18.4399,19.5188,20.4149,21.2661,22.2227,23.3043,24.4372,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player39OnsetTimes,16.4930,17.0219,17.8092,18.8918,20.2283,21.5357,22.6282,23.5261,24.3735,25.3068,26.3559,27.4733,28.5757,29.6043,30.5815,31.5513,32.5650,33.6018,34.6499,35.6916,36.7282,37.7571,38.7732,39.7884,40.8221,41.8501
Player40OnsetTimes,15.3733,16.9435,18.0254,19.1907,20.3829,21.4892,22.4746,23.4017,24.3576,25.3869,26.4570,27.5215,28.5600,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player41OnsetTimes,15.3733,16.9435,18.0254,19.1907,20.3829,21.4892,22.4746,23.4017,24.3576,25.3869,26.4570,27.5215,28.5600,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player42OnsetTimes,15.6112,17.1919,18.0999,19.0813,20.2115,21.3911,22.5055,23.5092,24.4372,25.3869,26.4010,27.4733,28.5445,29.5735,30.5662,31.5513,32.5650,33.6176,34.6818,35.7237,36.7441,37.7571,38.7732,39.7884,40.8221,41.8501
Player43OnsetTimes,15.1545,17.2560,18.5022,19.4405,20.2753,21.1900,22.2538,23.4017,24.5132,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player44OnsetTimes,15.2466,17.3541,18.5328,19.3929,20.2115,21.1578,22.2538,23.4168,24.5284,25.5403,26.4896,27.4436,28.4413,29.4958,30.5662,31.6135,32.6304,33.6337,34.6343,35.6618,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player45OnsetTimes,15.0933,17.1919,18.4711,19.4563,20.3212,21.2207,22.2387,23.3527,24.4826,25.5403,26.5212,27.4733,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player46OnsetTimes,15.0622,17.1608,18.4711,19.4714,20.3371,21.2359,22.2538,23.3696,24.4826,25.5403,26.5212,27.4733,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player47OnsetTimes,14.9696,17.0679,18.4399,19.5188,20.4149,21.2661,22.2227,23.3043,24.4372,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player48OnsetTimes,14.9847,17.0991,18.4711,19.5188,20.3829,21.2359,22.2227,23.3368,24.4826,25.5565,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player49OnsetTimes,15.1082,17.2074,18.4861,19.4563,20.3062,21.2053,22.2387,23.3696,24.4979,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player50OnsetTimes,15.1696,17.2716,18.5022,19.4248,20.2595,21.1900,22.2538,23.4017,24.5132,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player51OnsetTimes,16.8335,17.3541,17.8722,18.7224,20.0112,21.4388,22.6889,23.6477,24.4372,25.2776,26.2788,27.4113,28.5600,29.6353,30.6137,31.5513,32.5252,33.5702,34.6499,35.7237,36.7604,37.7571,38.7571,39.7732,40.8070,41.8501
Player52OnsetTimes,14.9696,17.0679,18.4399,19.5188,20.4149,21.2661,22.2227,23.3043,24.4372,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player53OnsetTimes,15.1082,17.2074,18.4861,19.4563,20.3062,21.2053,22.2387,23.3696,24.4979,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player54OnsetTimes,14.9847,17.0991,18.4711,19.5188,20.3829,21.2359,22.2227,23.3368,24.4826,25.5565,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player55OnsetTimes,15.3110,16.8831,18.0103,19.2058,20.4149,21.5052,22.4746,23.4017,24.3576,25.3869,26.4570,27.5215,28.5600,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7237,36.7441,37.7571,38.7732,39.8035,40.8374,41.8649
Player56OnsetTimes,16.0768,17.1306,17.6945,18.7070,20.1353,21.5823,22.7509,23.6181,24.3735,25.2475,26.3096,27.4733,28.6055,29.6353,30.5815,31.5362,32.5484,33.6018,34.6665,35.7237,36.7604,37.7719,38.7732,39.7884,40.8221,41.8501
Player57OnsetTimes,14.8917,16.9903,18.4252,19.5509,20.4456,21.2832,22.2227,23.3043,24.4522,25.5565,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player58OnsetTimes,15.5789,17.1608,18.0851,19.0813,20.2283,21.4065,22.5055,23.4939,24.4206,25.3869,26.4246,27.4902,28.5445,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player59OnsetTimes,15.0464,17.1459,18.4711,19.4874,20.3522,21.2359,22.2387,23.3527,24.4826,25.5403,26.5212,27.4733,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player60OnsetTimes,15.0622,17.1608,18.4711,19.4714,20.3371,21.2359,22.2538,23.3696,24.4826,25.5403,26.5212,27.4733,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player61OnsetTimes,15.5627,17.1459,18.0851,19.0976,20.2444,21.4065,22.4902,23.4780,24.4206,25.3869,26.4246,27.4902,28.5445,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player62OnsetTimes,14.9072,17.0064,18.4252,19.5509,20.4456,21.2832,22.2227,23.3043,24.4522,25.5565,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player63OnsetTimes,16.0135,17.0679,17.6787,18.7375,20.1652,21.5973,22.7356,23.5877,24.3576,25.2475,26.3253,27.4902,28.6208,29.6505,30.5977,31.5362,32.5252,33.5855,34.6665,35.7391,36.7770,37.7719,38.7571,39.7732,40.8221,41.8649
Player64OnsetTimes,14.9072,17.0064,18.4252,19.5509,20.4456,21.2832,22.2227,23.3043,24.4522,25.5565,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player65OnsetTimes,16.0926,17.1459,17.6945,18.6915,20.1198,21.5823,22.7662,23.6329,24.3735,25.2313,26.2948,27.4733,28.6208,29.6505,30.5977,31.5362,32.5252,33.5855,34.6665,35.7391,36.7770,37.7719,38.7571,39.7732,40.8221,41.8649
Player66OnsetTimes,16.2771,17.3371,17.7555,18.6143,19.9952,21.5052,22.7662,23.6784,24.4206,25.2475,26.2639,27.4261,28.5906,29.6505,30.6137,31.5513,32.5252,33.5702,34.6499,35.7237,36.7604,37.7719,38.7732,39.7884,40.8221,41.8501
Player67OnsetTimes,16.3848,16.9136,17.6015,18.7682,20.2595,21.6586,22.7356,23.5424,24.3016,25.2150,26.3253,27.5215,28.6526,29.6505,30.5662,31.5054,32.5252,33.6018,34.6818,35.7391,36.7604,37.7571,38.7571,39.7732,40.8070,41.8501
Player68OnsetTimes,14.9847,17.0991,18.4711,19.5188,20.3829,21.2359,22.2227,23.3368,24.4826,25.5565,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player69OnsetTimes,16.4471,16.9747,17.5679,18.6915,20.2115,21.6735,22.7825,23.5730,24.3016,25.1998,26.3096,27.5064,28.6526,29.6656,30.5815,31.5054,32.5099,33.5855,34.6818,35.7391,36.7604,37.7571,38.7571,39.7732,40.8070,41.8501
Player70OnsetTimes,15.5955,17.1769,18.0999,19.0813,20.2115,21.3911,22.5055,23.5092,24.4372,25.3869,26.4010,27.4733,28.5445,29.5735,30.5662,31.5513,32.5650,33.6176,34.6818,35.7237,36.7441,37.7571,38.7732,39.7884,40.8221,41.8501
Player71OnsetTimes,15.1696,17.2716,18.5022,19.4248,20.2595,21.1900,22.2538,23.4017,24.5132,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player72OnsetTimes,14.8772,16.9747,18.4252,19.5666,20.4611,21.2832,22.2071,23.2889,24.4372,25.5565,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player73OnsetTimes,14.8917,16.9903,18.4252,19.5509,20.4456,21.2832,22.2227,23.3043,24.4522,25.5565,26.5677,27.5215,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player74OnsetTimes,15.1236,17.2238,18.4861,19.4405,20.2911,21.2053,22.2538,23.3867,24.4979,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player75OnsetTimes,15.4183,16.9903,18.0409,19.1593,20.3371,21.4547,22.4746,23.4319,24.3898,25.4016,26.4570,27.5215,28.5600,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player76OnsetTimes,14.9847,17.0991,18.4711,19.5188,20.3829,21.2359,22.2227,23.3368,24.4826,25.5565,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player77OnsetTimes,16.0290,17.0833,17.6787,18.7224,20.1499,21.5823,22.7356,23.6030,24.3735,25.2475,26.3096,27.4733,28.6208,29.6505,30.5977,31.5362,32.5252,33.5855,34.6818,35.7547,36.7770,37.7571,38.7413,39.7566,40.8070,41.8649
Player78OnsetTimes,15.8461,16.8983,17.6322,18.8134,20.2911,21.6735,22.7356,23.5424,24.3262,25.2475,26.3406,27.5064,28.6208,29.6353,30.5815,31.5362,32.5484,33.6018,34.6818,35.7391,36.7604,37.7571,38.7571,39.7884,40.8374,41.8649
Player79OnsetTimes,14.8151,16.9136,18.4095,19.5972,20.5083,21.3141,22.2071,23.2575,24.4049,25.5403,26.5842,27.5373,28.4733,29.4636,30.5118,31.5825,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player80OnsetTimes,15.0001,17.1146,18.4711,19.5030,20.3677,21.2359,22.2227,23.3368,24.4826,25.5565,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player81OnsetTimes,15.8769,16.9288,17.6479,18.8134,20.2753,21.6586,22.7204,23.5261,24.3016,25.2475,26.3559,27.5215,28.6362,29.6353,30.5662,31.5205,32.5484,33.6176,34.6973,35.7391,36.7441,37.7406,38.7571,39.7884,40.8374,41.8649
Player82OnsetTimes,14.9540,17.0529,18.4399,19.5188,20.4149,21.2661,22.2227,23.3043,24.4372,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player83OnsetTimes,15.0155,17.1146,18.4551,19.4874,20.3677,21.2515,22.2387,23.3368,24.4673,25.5403,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player84OnsetTimes,14.9847,17.0991,18.4711,19.5188,20.3829,21.2359,22.2227,23.3368,24.4826,25.5565,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player85OnsetTimes,15.0311,17.1306,18.4551,19.4874,20.3677,21.2515,22.2387,23.3368,24.4673,25.5403,26.5370,27.4902,28.4584,29.4789,30.5511,31.6135,32.6459,33.6505,34.6499,35.6618,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player86OnsetTimes,15.5318,17.1146,18.0851,19.1122,20.2595,21.4065,22.4746,23.4626,24.4206,25.4016,26.4402,27.5064,28.5445,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player87OnsetTimes,16.3391,16.8634,17.6172,18.8307,20.3062,21.6586,22.7043,23.5092,24.3016,25.2475,26.3559,27.5215,28.6208,29.6196,30.5662,31.5205,32.5484,33.6176,34.6818,35.7237,36.7441,37.7571,38.7732,39.7884,40.8221,41.8501
Player88OnsetTimes,15.1696,17.2716,18.5022,19.4248,20.2595,21.1900,22.2538,23.4017,24.5132,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.6972,37.7406,38.7903,39.8198,40.8374,41.8501
Player89OnsetTimes,15.1236,17.2238,18.4861,19.4405,20.2911,21.2053,22.2538,23.3867,24.4979,25.5403,26.5060,27.4585,28.4584,29.4958,30.5511,31.5982,32.6304,33.6505,34.6665,35.6769,36.7121,37.7571,38.7903,39.8035,40.8221,41.8501
Player90OnsetTimes,15.4632,17.0372,18.0556,19.1441,20.3062,21.4388,22.4746,23.4465,24.4049,25.4016,26.4402,27.5064,28.5600,29.5735,30.5662,31.5513,32.5650,33.6176,34.6818,35.7237,36.7441,37.7571,38.7732,39.7884,40.8221,41.8501
Player91OnsetTimes,15.8007,17.3695,18.1310,18.9699,20.0742,21.3301,22.5359,23.5730,24.4826,25.3869,26.3716,27.4436,28.5280,29.5735,30.5815,31.5670,32.5650,33.6018,34.6499,35.7079,36.7441,37.7571,38.7732,39.7884,40.8221,41.8501
Player92OnsetTimes,15.4032,16.9747,18.0254,19.1593,20.3522,21.4699,22.4746,23.4168,24.3735,25.3869,26.4570,27.5215,28.5600,29.5577,30.5511,31.5513,32.5823,33.6337,34.6818,35.7079,36.7282,37.7406,38.7732,39.8035,40.8374,41.8649
Player93OnsetTimes,15.6592,17.2397,18.1147,19.0478,20.1652,21.3616,22.5055,23.5261,24.4522,25.3869,26.3862,27.4585,28.5445,29.5888,30.5815,31.5670,32.5650,33.6018,34.6665,35.7237,36.7604,37.7719,38.7732,39.7884,40.8221,41.8501
Player94OnsetTimes,14.9230,17.0219,18.4252,19.5361,20.4297,21.2832,22.2387,23.3213,24.4522,25.5403,26.5527,27.5064,28.4733,29.4789,30.5345,31.5982,32.6459,33.6663,34.6665,35.6769,36.7121,37.7571,38.7903,39.8198,40.8374,41.8501
Player95OnsetTimes,15.2628,17.3541,18.5178,19.3775,20.1954,21.1578,22.2688,23.4319,24.5284,25.5251,26.4741,27.4436,28.4584,29.5112,30.5662,31.5982,32.6133,33.6176,34.6343,35.6769,36.7282,37.7719,38.7903,39.8035,40.8221,41.8501
