Player11OnsetTimes,74.9714,77.6017,78.3874,78.8303,79.5902,80.0989,81.0523,81.7059,82.2401,83.4076,84.1316,84.5299,85.2335,85.7814,86.2783,87.3107,88.0599,88.6109,89.4730,90.0654,90.5800,91.5626,92.2811,92.8162,93.6544,94.2617,94.7235,95.5677,96.1966,96.7184,97.7171,98.3750,98.7930,99.9210,100.6934,101.0861,101.8964,102.5153,103.6862,104.3627,104.6609,105.2790,106.5787,107.3500,107.6357,108.4184,109.0213,109.6060,110.7814,111.5277,111.9514,112.5966,113.1446,114.3573,115.0245,115.2940,116.0578,116.6471,117.9411,118.7188,119.0232,119.7547,120.4359,121.6713,122.3660,122.7183,123.6096,124.2955,124.8142,125.9560,126.6257,127.4246,127.9136,128.7642,129.4603,130.6676,131.4066,132.1596,133.0435,133.5209,134.4922,135.8081,136.4093,136.8815,137.7449,138.3817,139.7280,140.4407,141.0147,141.7478,142.9448,143.5934,144.2232,145.1876,146.5290,147.6855,148.2754,149.0426,150.3871,151.0993,151.8460,152.3288,153.2486,153.8603,154.9622,155.5741,156.3421,156.8821
Player12OnsetTimes,76.2711,77.3163,77.8366,79.1131,79.8892,80.1799,80.9258,81.4943,82.7046,83.4237,83.8032,84.5299,85.1056,85.6421,86.7783,87.3895,87.7544,88.7189,89.3501,89.8501,91.0192,91.6543,92.0393,92.9410,93.5287,94.0340,95.1120,95.6917,96.0370,96.8632,97.4660,98.5516,99.1346,99.5508,100.5694,101.2140,101.6952,102.7342,103.4555,103.9658,104.8804,105.4712,105.9503,107.2036,107.9432,108.3100,109.0525,109.7006,110.8132,111.4798,111.8725,112.5659,113.1747,113.8008,114.4395,115.7907,116.4827,116.7112,117.3742,118.8335,119.5427,119.8175,120.4213,121.5597,122.2550,122.6870,123.7357,124.4338,124.8626,125.8146,126.4414,127.4562,128.0789,128.8903,129.4765,130.4803,131.2013,132.2076,132.7978,133.6942,134.3521,135.4362,136.1469,137.1626,137.7919,138.6679,139.3046,140.3122,140.9038,141.8482,142.5363,143.7031,144.3172,145.1235,146.3420,147.6092,148.4997,149.3905,149.9204,150.8487,151.5660,152.2355,153.5912,154.2874,154.6019,155.5440,156.1992,157.3436
Player13OnsetTimes,74.9863,77.6180,78.3874,78.8148,79.5679,80.0819,81.0678,81.7221,82.2401,83.3748,84.0993,84.5131,85.2803,85.8263,86.2937,87.2639,87.9975,88.5799,89.5338,90.1420,90.6112,91.4852,92.1811,92.7705,93.7483,94.3881,94.7692,95.4266,96.0205,96.6343,97.8824,98.5991,98.8876,99.6755,100.3819,100.9600,102.2281,102.9496,103.2885,104.0137,104.5987,105.7484,106.4545,106.8912,107.6520,108.2566,108.8488,110.2432,110.9560,111.2380,111.8426,112.8934,113.5300,113.9278,114.6912,115.2786,116.2804,116.8843,117.3742,118.6105,119.3334,119.7702,120.6979,121.3112,122.3183,122.9398,123.4188,124.4501,125.1188,125.5820,126.4887,127.1602,128.3422,128.9716,129.7550,130.2110,131.2472,131.9616,133.0919,133.7260,134.6460,135.6845,136.1793,136.8493,138.0590,138.7300,139.1823,140.0988,140.7922,142.0508,142.8324,143.2820,144.4892,145.2041,146.1840,147.3341,148.4614,149.1057,150.2042,150.8801,151.9254,152.5698,153.4051,153.8603,154.7403,155.3700,156.4817,157.1868
Player14OnsetTimes,74.6766,77.2846,78.2795,78.9559,79.4269,80.2576,80.8637,81.9255,82.5941,83.0258,83.9744,84.6409,85.1213,85.5953,86.7612,87.4213,87.8167,88.7658,89.3810,89.8675,91.0192,91.6543,92.0544,92.9892,93.5754,94.0491,95.0799,95.6609,96.0370,96.9448,97.5647,98.5516,99.0723,99.5049,100.6461,101.3389,101.7723,102.6554,103.3335,103.9053,105.0361,105.6887,106.0754,107.0188,107.6827,108.6926,109.2688,109.6554,110.4804,111.1911,111.8270,112.9609,113.6096,113.9620,114.6271,115.1823,116.2804,116.9463,117.4366,118.5787,119.2577,119.7212,120.7450,121.4038,122.3504,122.9070,123.3709,124.4652,125.1652,125.6298,126.4715,127.1141,128.3271,128.9882,129.8011,130.2420,131.2168,131.9142,133.0919,133.7588,134.6767,135.1831,136.1311,136.8349,138.1341,138.8230,139.2277,140.0233,141.3311,142.0195,142.4091,143.3472,144.7687,145.4396,146.0112,147.2270,148.6069,149.3428,150.2495,150.7486,151.7251,152.4774,153.0406,154.0828,154.8017,155.7516,156.2624,157.1247
Player15OnsetTimes,75.2912,77.3793,77.9306,78.5312,79.9682,80.7037,80.9092,81.5095,82.7738,83.5001,83.8349,84.4673,85.0254,85.6110,86.9016,87.5454,87.8314,88.5799,89.1784,89.7897,91.2229,91.9180,92.1661,92.6929,93.7011,94.3881,94.8021,95.4577,96.0205,96.6192,97.8496,98.5665,98.8723,99.6909,100.3968,100.9600,102.1807,102.8887,103.2584,104.0606,104.6609,105.7336,106.3770,106.8141,107.6984,108.3395,108.8964,110.1652,110.8459,111.1762,111.9199,112.4856,113.6403,114.3263,114.6271,115.2162,116.3124,116.9463,117.4050,118.5326,119.2261,119.7212,120.7765,121.4190,122.3025,122.8432,123.3397,124.5128,125.2278,125.6451,126.3804,127.6447,128.3123,128.8427,129.6661,130.2110,131.3582,132.0530,132.9952,133.5533,134.5998,135.2318,136.2858,136.9427,137.9960,138.5912,139.5738,140.1312,140.9344,142.1362,142.8019,143.5471,144.3813,145.4078,145.9628,147.2270,148.6371,149.3582,150.1888,151.1454,151.6647,152.5546,153.1489,154.0660,154.6791,155.6058,156.1992,157.2507
Player16OnsetTimes,74.8305,77.4408,78.3247,78.8774,79.3010,80.2576,80.9419,81.4771,82.7046,83.4537,83.8501,84.5783,85.1388,85.6421,86.7783,87.4052,87.7850,88.7507,89.3810,89.8675,91.0192,91.6543,92.0544,92.9892,93.5754,94.0491,95.0799,95.6609,96.0370,96.9448,97.5484,98.5367,99.0723,99.5204,100.6616,101.3551,101.7879,102.6398,103.3032,103.8900,105.0522,105.7185,106.0904,107.0033,107.6520,108.6776,109.2688,109.6554,110.4804,111.1911,111.8270,112.9609,113.6096,113.9620,114.6271,115.1823,116.2804,116.9463,117.4366,118.5787,119.2577,119.7212,120.7450,121.4038,122.3504,122.9070,123.3709,124.4652,125.1652,125.6298,126.4715,127.1141,128.3271,128.9882,129.8011,130.2420,131.2168,131.9142,133.0919,133.7588,134.6767,135.1831,136.1311,136.8349,138.1341,138.8230,139.2277,140.0233,141.3311,142.0195,142.4091,143.3472,144.7687,145.4396,146.0112,147.2270,148.6069,149.3428,150.2495,150.7486,151.7251,152.4774,153.0406,154.0828,154.8017,155.7516,156.2624,157.1247
Player17OnsetTimes,75.6385,77.2093,77.8050,78.5312,79.3317,80.0659,81.4116,82.0815,82.3488,82.9652,83.6112,84.3283,85.0732,85.7658,86.3894,87.4681,88.1421,88.5949,89.3501,89.9590,90.5638,91.7182,92.4540,92.8784,93.4817,94.0491,94.6447,95.2365,95.9408,96.7184,97.4167,98.0923,99.3923,100.1771,100.5371,100.9933,102.0504,102.7646,103.2584,104.2698,104.8956,105.2954,106.2848,107.0647,107.5891,108.5705,109.2220,109.7155,110.6395,111.3204,111.8576,112.8315,113.4830,113.9440,114.8057,115.4020,116.2804,116.8041,117.8170,118.5000,119.3184,119.8624,120.3534,121.4823,122.2550,122.7801,123.8729,124.5281,124.8778,125.7215,126.3653,127.5355,128.2348,128.6109,129.5867,130.3092,131.6293,132.2843,132.8864,133.7103,134.3224,135.4040,136.1469,137.2535,137.9028,138.6679,139.2438,140.2800,140.9344,141.9423,142.6330,143.7031,144.2694,145.1080,146.4191,147.7439,148.1494,149.2276,150.0133,151.2091,151.8776,152.2970,153.2334,153.8905,155.0564,155.6680,156.3421,157.3436
Player18OnsetTimes,74.9253,77.5388,78.3555,78.8459,79.6539,80.1473,81.0033,81.6034,82.7198,83.3748,83.7502,84.5783,85.2016,85.7034,86.7160,87.2796,87.7078,88.8579,89.5338,89.9432,90.8652,91.4376,91.9509,93.1832,93.8442,94.1818,94.8171,95.2974,96.4282,97.1365,97.4660,98.1666,99.3452,100.0612,100.4278,100.9933,102.1656,102.8410,103.2269,104.0916,104.7090,105.7185,106.3309,106.7832,107.7280,108.4030,108.9278,110.1034,110.7503,111.1316,112.0132,112.6113,113.1120,114.3104,114.9945,115.2940,116.1224,116.6942,117.8948,118.6411,118.9769,119.8022,120.5126,121.6876,122.3183,122.6698,123.6247,124.3257,124.8308,125.9406,126.5939,127.4246,127.9295,128.7794,129.4603,130.6363,131.3582,132.1442,133.1071,133.6021,134.4760,135.6683,136.2705,136.9427,138.0266,138.6216,139.5429,140.0681,140.9038,142.1850,142.8637,143.5315,144.2537,145.3007,145.9474,147.4279,148.1494,149.2808,150.0498,151.1305,151.7546,152.6834,153.2109,153.9207,155.0564,155.6212,156.2624,157.2827
Player19OnsetTimes,75.1700,77.2692,77.9148,78.5992,79.3317,80.0188,81.3646,82.0647,82.3795,83.0258,83.6419,84.3107,85.0254,85.7338,86.3894,87.5136,88.1883,88.6109,89.3047,89.8976,90.5327,91.7799,92.5476,92.9410,93.4207,93.9412,95.2187,95.8918,96.1813,96.7659,97.7841,98.4078,98.7774,99.8742,100.6616,101.1011,101.9719,102.5926,103.1248,104.3779,105.0984,105.4054,106.0904,106.7832,107.4463,108.8155,109.5717,109.8669,110.4460,111.5584,112.2252,112.5353,113.2524,113.9131,114.5023,115.6981,116.3425,116.6471,117.5383,118.3235,119.5273,120.1874,120.5126,121.1643,122.4447,123.1825,123.5771,124.2623,124.8142,126.0186,126.6898,127.0668,127.9447,128.6407,130.0223,130.7360,131.0742,132.0680,132.7516,133.8709,134.5850,135.4204,136.5008,137.0211,137.7919,138.8699,139.5123,140.2250,141.1236,141.6549,142.7107,143.4384,144.4111,145.0141,146.0891,147.5189,148.1494,149.1816,149.9667,151.2091,151.9095,152.3288,153.1964,153.8300,155.0255,155.6830,156.3871,156.8668
Player20OnsetTimes,74.7547,77.3635,78.3100,78.9250,79.3652,80.2576,80.8943,81.9575,82.6088,83.0107,83.9282,84.6103,85.1213,85.6110,86.7783,87.4213,87.8003,88.7507,89.3658,89.8501,91.0348,91.6879,92.0866,92.9731,93.5287,94.0182,95.1120,95.7080,96.0667,96.8951,97.4821,98.5367,99.1192,99.5691,100.6461,101.2923,101.7261,102.6718,103.3789,103.9351,104.9736,105.5936,106.0118,107.1106,107.8184,108.2566,109.1907,109.8829,110.3551,111.4486,112.1929,112.5812,113.3595,113.9930,114.5023,115.5854,116.2327,116.9934,117.5232,118.5952,119.2106,119.6742,120.7610,121.4500,121.9049,122.9560,123.7509,124.2623,125.1188,125.7215,126.6420,127.2232,128.1880,128.7642,129.7859,130.4028,131.4066,131.9767,132.8717,133.4895,134.7387,135.4362,136.3161,136.8349,137.8688,138.5440,139.1356,140.3441,141.0765,141.9875,142.5659,143.5471,144.1436,145.2041,145.9474,147.7082,148.4459,149.2276,150.3719,150.9615,151.7700,152.3615,153.4368,154.0499,154.9018,155.4031,156.2955,156.9806
Player21OnsetTimes,74.9714,77.6017,78.3874,78.8303,79.5902,80.0989,81.0523,81.7059,82.2401,83.4076,84.1316,84.5299,85.2335,85.7814,86.2783,87.3107,88.0599,88.6109,89.4730,90.0654,90.5800,91.5626,92.2811,92.8162,93.6544,94.2617,94.7235,95.5677,96.1966,96.7184,97.7171,98.3750,98.7930,99.9210,100.6934,101.0861,101.8964,102.5153,103.6862,104.3627,104.6609,105.2790,106.5787,107.3500,107.6357,108.4184,109.0213,109.6060,110.7814,111.5277,111.9514,112.5966,113.1446,114.3573,115.0245,115.2940,116.0578,116.6471,117.9411,118.7188,119.0232,119.7547,120.4359,121.6713,122.3660,122.7183,123.6096,124.2955,124.8142,125.9560,126.6257,127.4246,127.9136,128.7642,129.4603,130.6676,131.4066,132.1596,133.0435,133.5209,134.4922,135.8081,136.4093,136.8815,137.7449,138.3817,139.7280,140.4407,141.0147,141.7478,142.9448,143.5934,144.2232,145.1876,146.5290,147.6855,148.2754,149.0426,150.3871,151.0993,151.8460,152.3288,153.2486,153.8603,154.9622,155.5741,156.3421,156.8821
Player22OnsetTimes,74.8465,77.4566,78.3403,78.8932,79.3161,80.2419,80.9258,82.0033,82.6268,82.9957,83.8818,84.5783,85.1213,85.6266,86.7612,87.3895,87.7850,88.7808,89.4116,89.8827,90.9886,91.6080,92.0247,93.0197,93.6228,94.0805,95.0501,95.6141,96.0205,96.9942,97.6145,98.5209,99.0111,99.9210,100.5371,100.9277,101.9572,102.6879,103.2269,104.3313,104.9576,105.2954,106.1694,106.9245,107.5099,108.6622,109.3535,109.7607,110.4460,111.0833,112.4188,113.0624,113.2829,113.8301,114.9478,115.6006,115.9136,116.6471,117.4050,118.1951,119.5913,120.3362,120.6054,121.2123,122.3504,123.0538,123.5148,124.3877,124.9735,125.9868,126.5331,127.3014,127.8504,128.8903,129.6359,130.6521,131.2633,132.0228,133.1223,133.7103,134.5850,135.6384,136.1793,136.8964,138.1045,138.7300,139.1356,140.0385,141.4709,142.1362,142.4091,143.5016,144.2078,145.3007,145.9799,147.4884,148.1806,149.2500,149.9974,151.1148,151.7846,152.2661,153.2939,153.9668,155.0092,155.5586,156.2955,156.8668
