Player68OnsetTimes,17.4374,18.9868,20.2405,21.4431,22.5140,23.4689,24.4531,25.8951,27.3977,28.6286,29.5129,30.5287,31.6408,32.7618,33.7952,34.7465
Player69OnsetTimes,17.9209,19.4669,20.3734,21.2170,22.1794,24.3903,25.6060,26.3694,27.0226,28.7372,29.8587,30.7678,31.6047,32.5181,33.5453,34.6362
Player70OnsetTimes,17.3624,19.4317,20.7477,21.6222,22.3254,23.9548,25.0645,26.1489,27.1910,28.2163,29.2294,30.5169,31.8214,32.9310,33.8195,34.6362
Player71OnsetTimes,17.3387,19.4075,20.7360,21.6348,22.3495,23.9548,25.0396,26.1250,27.1910,28.2297,29.2418,30.5287,31.8214,32.9310,33.8195,34.6362
Player72OnsetTimes,17.5820,19.1416,20.2881,21.3721,22.4091,24.4025,25.4507,26.2099,26.9753,28.9314,30.0989,30.8653,31.5310,32.3734,33.4528,34.6597
Player73OnsetTimes,17.7142,19.2595,20.3126,21.3134,22.3254,24.4147,25.5229,26.2700,26.9876,28.8469,30.0033,30.8288,31.5552,32.4223,33.4889,34.6597
Player74OnsetTimes,17.7379,19.2841,20.3244,21.3002,22.3140,24.4147,25.5344,26.2835,26.9876,28.8351,29.9914,30.8288,31.5672,32.4339,33.4889,34.6483
Player75OnsetTimes,17.4249,18.9746,20.2405,21.4548,22.5257,23.4689,24.4409,25.8834,27.3977,28.6286,29.5129,30.5287,31.6408,32.7618,33.7952,34.7465
Player76OnsetTimes,17.3861,19.4557,20.7477,21.6101,22.3140,23.9548,25.0645,26.1489,27.1910,28.2163,29.2294,30.5169,31.8214,32.9310,33.8195,34.6362
Player77OnsetTimes,17.9085,19.4557,20.3734,21.2290,22.1918,24.3903,25.5941,26.3572,27.0109,28.7372,29.8712,30.7796,31.6047,32.5064,33.5329,34.6362
Player78OnsetTimes,17.8496,19.3949,20.3496,21.2525,22.2399,24.4025,25.5701,26.3325,27.0109,28.7743,29.9074,30.7913,31.5926,32.4820,33.5329,34.6597
Player79OnsetTimes,17.3624,19.4317,20.7477,21.6222,22.3254,23.9548,25.0645,26.1489,27.1910,28.2163,29.2294,30.5169,31.8214,32.9310,33.8195,34.6362
Player80OnsetTimes,17.9691,18.9987,19.8733,21.0581,22.3973,23.6337,24.6988,26.0286,27.3618,28.4964,29.4042,30.5048,31.7010,32.8338,33.8324,34.7340
Player81OnsetTimes,17.4122,18.9608,20.2405,21.4666,22.5377,23.4805,24.4409,25.8719,27.3852,28.6286,29.5129,30.5287,31.6408,32.7618,33.7952,34.7465
Player82OnsetTimes,18.0179,19.0579,19.8982,21.0458,22.3609,23.5989,24.6866,26.0416,27.3733,28.4964,29.3929,30.4928,31.6882,32.8338,33.8324,34.7340
Player83OnsetTimes,17.5107,19.0699,20.2766,21.4192,22.4675,24.4147,25.4275,26.1738,26.9637,28.9817,30.1612,30.9006,31.5190,32.3353,33.4284,34.6597
Player84OnsetTimes,17.4613,19.0105,20.2520,21.4313,22.4910,23.4549,24.4531,25.9075,27.4101,28.6286,29.5010,30.5169,31.6408,32.7618,33.7952,34.7465
Player85OnsetTimes,18.0525,19.0935,19.8982,21.0223,22.3375,23.5989,24.7108,26.0651,27.3852,28.4847,29.3684,30.4804,31.7010,32.8589,33.8451,34.7221
Player86OnsetTimes,17.3270,19.3949,20.7360,21.6476,22.3609,23.9548,25.0396,26.1250,27.1910,28.2297,29.2418,30.5287,31.8214,32.9310,33.8195,34.6362
Player87OnsetTimes,18.2201,19.2476,19.9346,20.9376,22.2282,23.5398,24.7226,26.1127,27.4215,28.4847,29.3452,30.4557,31.6882,32.8589,33.8575,34.7340
Player88OnsetTimes,17.3987,19.4669,20.7477,21.5977,22.3011,23.9679,25.0887,26.1616,27.1910,28.2039,29.2169,30.5169,31.8343,32.9433,33.8195,34.6239
Player89OnsetTimes,17.6657,19.2241,20.3126,21.3369,22.3495,24.3903,25.4874,26.2586,26.9995,28.8808,30.0267,30.8288,31.5432,32.4100,33.4889,34.6597
Player90OnsetTimes,17.3861,19.4557,20.7477,21.6101,22.3140,23.9548,25.0645,26.1489,27.1910,28.2163,29.2294,30.5169,31.8214,32.9310,33.8195,34.6362
Player91OnsetTimes,18.0767,19.1171,19.9101,21.0102,22.3140,23.5754,24.6988,26.0651,27.3977,28.4964,29.3684,30.4679,31.6882,32.8461,33.8451,34.7340
Player92OnsetTimes,17.8733,19.4195,20.3613,21.2409,22.2157,24.4025,25.5941,26.3447,26.9995,28.7500,29.8955,30.7913,31.6047,32.4942,33.5329,34.6483
Player93OnsetTimes,17.4374,18.9868,20.2405,21.4431,22.5140,23.4689,24.4531,25.8951,27.3977,28.6286,29.5129,30.5287,31.6408,32.7618,33.7952,34.7465
Player94OnsetTimes,17.6288,19.1884,20.3126,21.3607,22.3734,24.3903,25.4744,26.2464,26.9995,28.9059,30.0508,30.8404,31.5432,32.3974,33.4771,34.6597
Player95OnsetTimes,18.3382,19.3697,19.9714,20.8794,22.1333,23.4925,24.7460,26.1738,27.4698,28.4847,29.3078,30.4199,31.6766,32.8710,33.8828,34.7465
Player96OnsetTimes,17.5342,19.0935,20.2766,21.3955,22.4447,24.4147,25.4389,26.1858,26.9637,28.9568,30.1360,30.8889,31.5310,32.3614,33.4403,34.6483
