Player11OnsetTimes,12.4235,13.4752,13.9856,14.9658,16.3547,17.7901,18.9989,19.9050,20.7014,21.6169,22.7151,23.9201,25.1080,26.1884,27.1631,28.1259,29.1395,30.2124,31.3098,32.3810,33.4141,34.4172,35.4218,36.4493,37.4991,38.5637,39.6077,40.6412,41.6563,42.6617,43.6930,44.7302,45.7736,46.8062
Player12OnsetTimes,12.9299,13.4603,13.7479,15.7361,17.2834,18.1486,18.6736,19.9208,20.9190,21.7904,22.7151,23.7668,24.9215,26.0942,27.1919,28.2016,29.1699,30.1666,31.2193,32.3049,33.3839,34.4172,35.4218,36.4337,37.4674,38.5166,39.5624,40.6104,41.6401,42.6617,43.6773,44.6989,45.7412,46.7746
Player13OnsetTimes,11.9999,13.5703,14.3963,15.3121,16.4010,17.5722,18.7351,19.7855,20.7627,21.7589,22.8080,23.9050,25.0135,26.1093,27.1476,28.1573,29.1864,30.2420,31.3098,32.3512,33.3839,34.4022,35.4366,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7248,44.7454,45.7577,46.7746
Player14OnsetTimes,11.6396,13.2220,14.3088,15.4828,16.6386,17.6977,18.7044,19.6731,20.6861,21.7750,22.8848,23.9827,25.0442,26.0789,27.1018,28.1414,29.2021,30.2731,31.3248,32.3512,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player15OnsetTimes,12.4235,13.4752,13.9856,14.9658,16.3547,17.7901,18.9989,19.9050,20.7014,21.6169,22.7151,23.9201,25.1080,26.1884,27.1631,28.1259,29.1395,30.2124,31.3098,32.3810,33.4141,34.4172,35.4218,36.4493,37.4991,38.5637,39.6077,40.6412,41.6563,42.6617,43.6930,44.7302,45.7736,46.8062
Player16OnsetTimes,11.2997,13.3827,14.7137,15.7836,16.6542,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player17OnsetTimes,11.3155,13.3984,14.7137,15.7682,16.6386,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player18OnsetTimes,11.5301,13.6185,14.7769,15.6582,16.4798,17.3964,18.4983,19.6731,20.8266,21.9008,22.9161,23.9201,24.9516,26.0330,27.1184,28.1870,29.2347,30.2577,31.2798,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7086,44.7302,45.7577,46.7903
Player19OnsetTimes,11.8529,13.4143,14.3416,15.3753,16.5116,17.6368,18.7197,19.7219,20.7166,21.7589,22.8535,23.9668,25.0442,26.0942,27.1184,28.1414,29.1864,30.2420,31.3098,32.3664,33.3987,34.4172,35.4366,36.4640,37.5140,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player20OnsetTimes,12.2338,13.2844,13.9231,15.0461,16.4798,17.8521,18.9674,19.8271,20.6381,21.6019,22.7456,23.9668,25.1227,26.1726,27.1476,28.1113,29.1395,30.2271,31.3248,32.3810,33.3987,34.4022,35.4218,36.4640,37.5140,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player21OnsetTimes,11.1924,13.2997,14.7137,15.8456,16.7159,17.5092,18.4522,19.5472,20.7322,21.9008,22.9785,23.9827,24.9666,26.0004,27.0866,28.1870,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player22OnsetTimes,11.6070,13.6976,14.8089,15.6424,16.4323,17.3656,18.5157,19.7219,20.8574,21.9008,22.8848,23.8894,24.9363,26.0330,27.1333,28.2016,29.2347,30.2577,31.2798,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7086,44.7302,45.7577,46.7903
Player23OnsetTimes,12.1392,13.7133,14.4273,15.2337,16.2914,17.5253,18.7674,19.8586,20.8108,21.7589,22.7771,23.8738,25.0135,26.1248,27.1631,28.1573,29.1699,30.2124,31.2798,32.3512,33.3987,34.4172,35.4366,36.4640,37.4991,38.5483,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player24OnsetTimes,11.6555,13.2385,14.3088,15.4679,16.6228,17.6827,18.6892,19.6731,20.6861,21.7750,22.8848,23.9827,25.0442,26.0789,27.1018,28.1414,29.2021,30.2731,31.3248,32.3512,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player25OnsetTimes,11.3908,13.4912,14.7615,15.7524,16.5747,17.4274,18.4673,19.6251,20.7941,21.9008,22.9317,23.9357,24.9516,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player26OnsetTimes,11.3908,13.4912,14.7615,15.7524,16.5747,17.4274,18.4673,19.6251,20.7941,21.9008,22.9317,23.9357,24.9516,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player27OnsetTimes,11.4682,13.5703,14.7769,15.7050,16.5271,17.4117,18.4828,19.6570,20.8266,21.9162,22.9317,23.9201,24.9363,26.0163,27.1184,28.2016,29.2509,30.2731,31.2798,32.3049,33.3541,34.4172,35.4690,36.4946,37.5140,38.5327,39.5624,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player28OnsetTimes,11.2997,13.3827,14.7137,15.7836,16.6542,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player29OnsetTimes,11.2541,13.3673,14.7299,15.7995,16.6542,17.4774,18.4673,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player30OnsetTimes,12.3921,13.4295,13.9541,14.9658,16.3703,17.8057,18.9989,19.8894,20.6861,21.6019,22.7151,23.9357,25.1227,26.1884,27.1631,28.1259,29.1395,30.2124,31.3098,32.3810,33.4141,34.4172,35.4218,36.4493,37.4991,38.5637,39.6077,40.6412,41.6563,42.6617,43.6930,44.7302,45.7736,46.8062
Player31OnsetTimes,11.6555,13.2385,14.3088,15.4679,16.6228,17.6827,18.6892,19.6731,20.6861,21.7750,22.8848,23.9827,25.0442,26.0789,27.1018,28.1414,29.2021,30.2731,31.3248,32.3512,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player32OnsetTimes,12.5495,13.6012,14.0165,14.9040,16.2596,17.7285,18.9989,19.9359,20.7322,21.6169,22.7001,23.9050,25.0928,26.1884,27.1777,28.1259,29.1242,30.1969,31.2951,32.3810,33.4141,34.4172,35.4218,36.4493,37.4991,38.5637,39.6077,40.6412,41.6563,42.6617,43.6930,44.7302,45.7736,46.8062
Player33OnsetTimes,12.9299,13.4603,13.7479,15.7361,17.2834,18.1486,18.6736,19.9208,20.9190,21.7904,22.7151,23.7668,24.9215,26.0942,27.1919,28.2016,29.1699,30.1666,31.2193,32.3049,33.3839,34.4172,35.4218,36.4337,37.4674,38.5166,39.5624,40.6104,41.6401,42.6617,43.6773,44.6989,45.7412,46.7746
Player34OnsetTimes,11.3155,13.3984,14.7137,15.7682,16.6386,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player35OnsetTimes,11.2692,13.3673,14.7137,15.7836,16.6542,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player36OnsetTimes,11.6070,13.6976,14.8089,15.6424,16.4323,17.3656,18.5157,19.7219,20.8574,21.9008,22.8848,23.8894,24.9363,26.0330,27.1333,28.2016,29.2347,30.2577,31.2798,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7086,44.7302,45.7577,46.7903
Player37OnsetTimes,11.3908,13.4912,14.7615,15.7524,16.5747,17.4274,18.4673,19.6251,20.7941,21.9008,22.9317,23.9357,24.9516,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player38OnsetTimes,11.6886,13.2692,14.3088,15.4526,16.6069,17.6827,18.7044,19.6895,20.7014,21.7750,22.8848,23.9827,25.0442,26.0789,27.1018,28.1414,29.2021,30.2731,31.3248,32.3512,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player39OnsetTimes,11.2850,13.3673,14.7137,15.7836,16.6542,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player40OnsetTimes,11.5918,13.6976,14.8089,15.6424,16.4323,17.3656,18.5157,19.7219,20.8574,21.9008,22.8848,23.8894,24.9363,26.0330,27.1333,28.2016,29.2347,30.2577,31.2798,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7086,44.7302,45.7577,46.7903
Player41OnsetTimes,11.3750,13.4752,14.7454,15.7361,16.5747,17.4424,18.4828,19.6251,20.7941,21.9008,22.9317,23.9357,24.9516,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player42OnsetTimes,11.1767,13.2844,14.6983,15.8300,16.7010,17.5092,18.4673,19.5629,20.7322,21.9008,22.9785,23.9827,24.9666,26.0004,27.0866,28.1870,29.2509,30.2877,31.3098,32.3363,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player43OnsetTimes,11.2850,13.3673,14.7137,15.7836,16.6542,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player44OnsetTimes,12.0152,13.5860,14.3963,15.2963,16.3856,17.5722,18.7498,19.8025,20.7788,21.7589,22.8080,23.9050,25.0135,26.1093,27.1476,28.1573,29.1864,30.2271,31.2798,32.3363,33.3839,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7086,44.7302,45.7577,46.7903
Player45OnsetTimes,11.9999,13.5703,14.3963,15.3121,16.4010,17.5722,18.7351,19.7855,20.7627,21.7589,22.8080,23.9050,25.0135,26.1093,27.1476,28.1573,29.1864,30.2420,31.3098,32.3512,33.3839,34.4022,35.4366,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7248,44.7454,45.7577,46.7746
Player46OnsetTimes,11.6396,13.2220,14.3088,15.4828,16.6386,17.6977,18.7044,19.6731,20.6861,21.7750,22.8848,23.9827,25.0442,26.0789,27.1018,28.1414,29.2021,30.2731,31.3248,32.3512,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player47OnsetTimes,11.6886,13.2692,14.3088,15.4526,16.6069,17.6827,18.7044,19.6895,20.7014,21.7750,22.8848,23.9827,25.0442,26.0789,27.1018,28.1414,29.2021,30.2731,31.3248,32.3512,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player48OnsetTimes,12.0152,13.5860,14.3963,15.2963,16.3856,17.5722,18.7498,19.8025,20.7788,21.7589,22.8080,23.9050,25.0135,26.1093,27.1476,28.1573,29.1864,30.2271,31.2798,32.3363,33.3839,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7086,44.7302,45.7577,46.7903
Player49OnsetTimes,11.3155,13.3984,14.7137,15.7682,16.6386,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player50OnsetTimes,11.2541,13.3673,14.7299,15.7995,16.6542,17.4774,18.4673,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player51OnsetTimes,11.3306,13.4143,14.7137,15.7524,16.6228,17.4774,18.4828,19.6089,20.7788,21.9008,22.9476,23.9514,24.9666,26.0330,27.1184,28.1870,29.2347,30.2577,31.2798,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player52OnsetTimes,11.2084,13.3153,14.7137,15.8300,16.7010,17.5092,18.4673,19.5629,20.7322,21.8859,22.9627,23.9827,24.9821,26.0163,27.0866,28.1726,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player53OnsetTimes,11.5301,13.6185,14.7769,15.6582,16.4798,17.3964,18.4983,19.6731,20.8266,21.9008,22.9161,23.9201,24.9516,26.0330,27.1184,28.1870,29.2347,30.2577,31.2798,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6401,42.6794,43.7086,44.7302,45.7577,46.7903
Player54OnsetTimes,11.2235,13.3305,14.7137,15.8149,16.6857,17.4937,18.4522,19.5629,20.7476,21.9008,22.9785,23.9827,24.9666,26.0004,27.0866,28.1870,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player55OnsetTimes,11.6886,13.2692,14.3088,15.4526,16.6069,17.6827,18.7044,19.6895,20.7014,21.7750,22.8848,23.9827,25.0442,26.0789,27.1018,28.1414,29.2021,30.2731,31.3248,32.3512,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player56OnsetTimes,11.7689,13.3513,14.3416,15.4218,16.5589,17.6524,18.7044,19.7057,20.7166,21.7750,22.8695,23.9668,25.0442,26.0942,27.1184,28.1414,29.1864,30.2420,31.3098,32.3664,33.3987,34.4172,35.4366,36.4640,37.5140,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player57OnsetTimes,11.2850,13.3673,14.7137,15.7836,16.6542,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player58OnsetTimes,11.7689,13.3513,14.3416,15.4218,16.5589,17.6524,18.7044,19.7057,20.7166,21.7750,22.8695,23.9668,25.0442,26.0942,27.1184,28.1414,29.1864,30.2420,31.3098,32.3664,33.3987,34.4172,35.4366,36.4640,37.5140,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player59OnsetTimes,11.2084,13.3153,14.7137,15.8300,16.7010,17.5092,18.4673,19.5629,20.7322,21.8859,22.9627,23.9827,24.9821,26.0163,27.0866,28.1726,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player60OnsetTimes,11.6222,13.1849,14.2779,15.4828,16.6699,17.7285,18.7044,19.6408,20.6535,21.7589,22.9004,24.0135,25.0614,26.0789,27.0866,28.1259,29.2021,30.2731,31.3248,32.3512,33.3693,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7454,45.7736,46.7903
Player61OnsetTimes,11.4060,13.5074,14.7615,15.7361,16.5589,17.4274,18.4828,19.6408,20.8108,21.9162,22.9476,23.9357,24.9516,26.0163,27.1018,28.1870,29.2509,30.2731,31.2798,32.3049,33.3541,34.4172,35.4690,36.4946,37.5140,38.5327,39.5624,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player62OnsetTimes,11.3155,13.3984,14.7137,15.7682,16.6386,17.4937,18.4828,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player63OnsetTimes,11.2235,13.3305,14.7137,15.8149,16.6857,17.4937,18.4522,19.5629,20.7476,21.9008,22.9785,23.9827,24.9666,26.0004,27.0866,28.1870,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5637,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player64OnsetTimes,11.3750,13.4752,14.7454,15.7361,16.5747,17.4424,18.4828,19.6251,20.7941,21.9008,22.9317,23.9357,24.9516,26.0163,27.1018,28.1870,29.2509,30.2731,31.2951,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player65OnsetTimes,11.3605,13.4603,14.7454,15.7524,16.5909,17.4424,18.4673,19.6089,20.7788,21.9008,22.9476,23.9514,24.9666,26.0330,27.1184,28.1870,29.2347,30.2577,31.2798,32.3207,33.3693,34.4172,35.4517,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player66OnsetTimes,11.4216,13.5223,14.7615,15.7206,16.5430,17.4274,18.4828,19.6408,20.8108,21.9162,22.9476,23.9357,24.9516,26.0163,27.1018,28.1870,29.2509,30.2731,31.2798,32.3049,33.3541,34.4172,35.4690,36.4946,37.5140,38.5327,39.5624,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player67OnsetTimes,12.5957,13.6505,14.0415,14.8886,16.2288,17.7128,19.0144,19.9665,20.7476,21.6169,22.6845,23.8894,25.0928,26.1884,27.1777,28.1259,29.1242,30.1969,31.2951,32.3810,33.4141,34.4172,35.4218,36.4493,37.4991,38.5483,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player68OnsetTimes,12.3614,13.3984,13.9541,14.9980,16.4010,17.8057,18.9827,19.8741,20.6704,21.6019,22.7305,23.9514,25.1227,26.1884,27.1631,28.1259,29.1395,30.2124,31.3098,32.3810,33.4141,34.4172,35.4218,36.4493,37.4991,38.5637,39.6077,40.6412,41.6563,42.6617,43.6930,44.7302,45.7736,46.8062
Player69OnsetTimes,12.1231,13.6976,14.4273,15.2489,16.3061,17.5253,18.7674,19.8586,20.8108,21.7589,22.7771,23.8738,25.0135,26.1248,27.1631,28.1573,29.1699,30.2124,31.2798,32.3512,33.3987,34.4172,35.4366,36.4640,37.4991,38.5483,39.5928,40.6254,41.6563,42.6794,43.7086,44.7302,45.7577,46.7903
Player70OnsetTimes,11.4216,13.5223,14.7615,15.7206,16.5430,17.4274,18.4828,19.6408,20.8108,21.9162,22.9476,23.9357,24.9516,26.0163,27.1018,28.1870,29.2509,30.2731,31.2798,32.3049,33.3541,34.4172,35.4690,36.4946,37.5140,38.5327,39.5624,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player71OnsetTimes,11.4368,13.5385,14.7615,15.7050,16.5271,17.4117,18.4828,19.6570,20.8266,21.9162,22.9317,23.9201,24.9363,26.0163,27.1184,28.2016,29.2509,30.2731,31.2798,32.3049,33.3541,34.4172,35.4690,36.4946,37.5140,38.5327,39.5624,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player72OnsetTimes,11.9352,13.5074,14.3804,15.3421,16.4482,17.6059,18.7351,19.7696,20.7476,21.7589,22.8230,23.9201,25.0290,26.1093,27.1476,28.1573,29.1864,30.2420,31.3098,32.3512,33.3839,34.4022,35.4366,36.4793,37.5140,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
Player73OnsetTimes,11.2541,13.3673,14.7299,15.7995,16.6542,17.4774,18.4673,19.5935,20.7627,21.9008,22.9627,23.9668,24.9666,26.0163,27.1018,28.1870,29.2509,30.2877,31.3098,32.3207,33.3541,34.4022,35.4517,36.4946,37.5294,38.5483,39.5777,40.6104,41.6563,42.6948,43.7248,44.7454,45.7577,46.7746
