Player75OnsetTimes,8.1645,10.2550,10.9499,11.4048,11.8457,12.3266,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player76OnsetTimes,8.0303,10.1063,10.8584,11.3797,11.8586,12.3517,12.8585,13.3864,13.9182,14.4501,14.9785,15.5074,16.0234
Player77OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player78OnsetTimes,7.9924,10.0788,10.8452,11.3797,11.8586,12.3517,12.8725,13.4005,13.9329,14.4501,14.9651,15.4936,16.0113
Player79OnsetTimes,8.2135,10.3073,10.9922,11.4301,11.8457,12.3133,12.8204,13.3607,13.9044,14.4370,14.9651,15.4936,16.0113
Player80OnsetTimes,7.8309,9.9167,10.7543,11.3517,11.8716,12.3900,12.8981,13.4120,13.9329,14.4501,14.9785,15.5074,16.0234
Player81OnsetTimes,8.2135,10.3073,10.9922,11.4301,11.8457,12.3133,12.8204,13.3607,13.9044,14.4370,14.9651,15.4936,16.0113
Player82OnsetTimes,7.9520,10.0510,10.8323,11.3797,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player83OnsetTimes,8.4734,10.0510,10.6248,11.1583,11.7288,12.3133,12.8854,13.4253,13.9462,14.4632,14.9785,15.4936,16.0113
Player84OnsetTimes,8.1645,10.2550,10.9499,11.4048,11.8457,12.3266,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player85OnsetTimes,7.8681,9.9584,10.7798,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player86OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player87OnsetTimes,8.0051,10.0924,10.8584,11.3797,11.8586,12.3517,12.8725,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player88OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player89OnsetTimes,7.9105,10.0042,10.8062,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player90OnsetTimes,8.6439,10.2146,10.7277,11.2000,11.7288,12.2876,12.8454,13.4005,13.9329,14.4501,14.9651,15.4778,15.9980
Player91OnsetTimes,9.7847,10.3073,10.8323,11.2569,11.7288,12.2618,12.8080,13.3486,13.8778,14.3980,14.9248,15.4517,15.9722
Player92OnsetTimes,8.1255,10.2146,10.9361,11.4174,11.8586,12.3391,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player93OnsetTimes,9.6267,10.1478,10.6634,11.1583,11.7027,12.2744,12.8328,13.3733,13.9044,14.4243,14.9384,15.4654,15.9848
Player94OnsetTimes,8.6309,10.1885,10.7020,11.1859,11.7166,12.2876,12.8585,13.4120,13.9462,14.4632,14.9785,15.4936,16.0113
Player95OnsetTimes,8.3309,9.9023,10.5319,11.1315,11.7410,12.3391,12.8981,13.4382,13.9598,14.4765,14.9916,15.5074,16.0234
Player96OnsetTimes,7.9654,10.0649,10.8452,11.3797,11.8586,12.3654,12.8854,13.4120,13.9329,14.4501,14.9651,15.4936,16.0113
Player97OnsetTimes,8.0744,10.1478,10.8851,11.3926,11.8586,12.3517,12.8585,13.3864,13.9182,14.4370,14.9651,15.4936,16.0113
