Player61OnsetTimes,12.5439,14.6198,15.9835,17.1854,18.1871,20.1671,21.1805,22.0383,24.1250,25.3207,26.3040,28.3463,29.4389
Player62OnsetTimes,12.6632,14.7277,16.0079,17.1259,18.1136,20.1671,21.2290,22.0870,24.0999,25.2615,26.2678,28.3950
Player63OnsetTimes,13.1415,14.6921,15.6139,16.7559,18.0292,19.3279,21.5904,23.0647,23.8206,24.7294,25.9339,27.3888,28.7513
Player64OnsetTimes,13.1769,14.7277,15.6259,16.7320,17.9929,19.3042,21.6152,23.1009,23.8321,24.6935,25.8967,27.3768,28.7632
Player65OnsetTimes,12.4736,15.0599,16.4793,17.3535,17.9929,19.7030,20.8427,22.0262,23.3218,25.7521,27.3278,28.0358,29.0646
Player66OnsetTimes,12.4736,15.0599,16.4793,17.3535,17.9929,19.7030,20.8427,22.0262,23.3218,25.7521,27.3278,28.0358,29.0646
Player67OnsetTimes,12.4966,14.5698,15.9712,17.2093,18.2225,20.1819,21.1669,22.0138,24.1124,25.3323,26.3277,27.3401
Player68OnsetTimes,12.4736,15.0599,16.4793,17.3535,17.9929,19.7030,20.8427,22.0262,23.3218,25.7521,27.3278,28.0358,29.0646
Player69OnsetTimes,12.7695,14.8418,16.0447,17.0783,18.0413,20.1671,21.2776,22.1238,24.0626,25.2005,26.2315,27.3401
Player70OnsetTimes,12.3535,14.9391,16.4435,17.4139,18.0901,19.7271,20.8069,21.9774,24.6090,25.8595,26.4980,27.7481
Player71OnsetTimes,13.1658,14.7162,15.6259,16.7438,18.0050,19.3162,21.6152,23.0889,23.8206,24.7057,25.9087,27.3768,28.7632
Player72OnsetTimes,12.8177,14.8908,16.0563,17.0544,18.0050,20.1531,21.2889,22.1480,24.0740,25.1888,26.2078,28.4311
Player73OnsetTimes,12.4966,14.5698,15.9712,17.2093,18.2225,20.1819,21.1669,22.0138,24.1124,25.3323,26.3277,27.3401
Player74OnsetTimes,12.7103,14.7756,16.0202,17.1016,18.0779,20.1671,21.2534,22.0988,24.0740,25.2251,26.2434,28.4191
Player75OnsetTimes,12.6276,14.6921,15.9954,17.1379,18.1376,20.1819,21.2290,22.0747,24.0869,25.2615,26.2796,27.3401
Player76OnsetTimes,13.9675,15.0006,15.3172,17.1259,18.6086,19.6321,21.0112,22.2458,23.4057,25.4998,27.0051,27.8925,29.0397
Player77OnsetTimes,12.3894,14.9761,16.4553,17.3902,18.0533,19.7154,20.8192,21.9897,24.5969,25.8354,26.4737,27.7481
Player78OnsetTimes,12.3535,14.9391,16.4435,17.4139,18.0901,19.7271,20.8069,21.9774,24.6090,25.8595,26.4980,27.7481
Player79OnsetTimes,13.9068,14.9391,15.3054,17.1972,18.6804,19.6439,20.9152,22.1356,23.3581,25.5964,27.1370,27.9525,28.9070
Player80OnsetTimes,12.6632,14.7277,16.0079,17.1259,18.1136,20.1671,21.2290,22.0870,24.0999,25.2615,26.2678,28.3950
Player81OnsetTimes,13.6780,14.7162,15.2439,17.4744,19.0161,19.7901,20.9876,22.0988,24.4410,25.5847,26.3277,27.9525,29.0036
Player82OnsetTimes,12.6990,14.7635,16.0202,17.1134,18.0901,20.1671,21.2413,22.0870,24.0869,25.2494,26.2678,27.3401
Player83OnsetTimes,12.5203,14.5962,15.9712,17.1854,18.1990,20.1819,21.1805,22.0262,24.1124,25.3207,26.3160,27.3401
Player84OnsetTimes,12.7695,14.8418,16.0447,17.0783,18.0413,20.1671,21.2776,22.1238,24.0626,25.2005,26.2315,27.3401
Player85OnsetTimes,12.6632,14.7277,16.0079,17.1259,18.1136,20.1671,21.2290,22.0870,24.0999,25.2615,26.2678,28.3950
Player86OnsetTimes,12.3777,14.9513,16.4321,17.3902,18.0652,19.7271,20.8192,21.9897,24.5969,25.8354,26.4863,27.7722
Player87OnsetTimes,12.4376,15.0247,16.4672,17.3664,18.0168,19.7030,20.8305,22.0138,23.3057,25.7401,27.3278,28.0480,28.7367
Player88OnsetTimes,12.5324,14.6081,15.9835,17.1854,18.1990,20.1819,21.1805,22.0262,24.1124,25.3207,26.3160,27.3401
Player89OnsetTimes,12.9752,15.0486,16.0925,16.9707,17.8863,20.1531,21.3724,22.2334,24.0365,25.0827,26.1247,28.5025
Player90OnsetTimes,13.6661,14.7038,15.2439,17.4980,19.0403,19.7901,20.9275,22.0383,24.4770,25.6689,26.3870,27.8925,28.9070
Player91OnsetTimes,12.5916,14.6565,15.9835,17.1501,18.1633,20.1819,21.2051,22.0500,24.0999,25.2971,26.3040,27.3401
Player92OnsetTimes,12.8425,14.9149,16.0563,17.0309,17.9811,20.1671,21.3244,22.1715,24.0365,25.1308,26.1720,28.4795
Player93OnsetTimes,12.4258,15.0006,16.4553,17.3782,18.0413,19.7271,20.8305,22.0018,24.5846,25.8117,26.4621,27.7722,28.7367
Player94OnsetTimes,13.0824,14.6319,15.6019,16.7798,18.0652,19.3521,21.5664,23.0155,23.7844,24.7771,26.0178,27.4367,28.7367
Player95OnsetTimes,12.5203,14.5962,15.9712,17.1854,18.1990,20.1819,21.1805,22.0262,24.1124,25.3207,26.3160,27.3401
Player96OnsetTimes,12.4136,14.9888,16.4435,17.3664,18.0413,19.7271,20.8305,22.0018,24.5846,25.8117,26.4621,27.7846,28.7513
